store_id,sensitivity,avg_mth_sale,competitive_intensity
702,974164.2584,210534.2671,0.887171676
703,1203759.188,404479.9199,0.997693005
704,733145.5524,448617.8458,0.977686545
705,731005.0913,466491.1251,0.955090962
706,622954.9554,254846.1449,0.942362716
707,1076347.511,393991.8383,0.851804974
708,447298.558,490486.4063,0.938020023
709,804679.0474,506059.2185,0.937388589
710,503895.1795,210572.802,0.999924779
711,435414.3691,949465.6047,0.978874698
712,758902.4781,372854.4316,0.3833229
713,657675.6764,498573.6298,0.900087497
714,13256.1637,113242.2076,0.98589151
715,175599.258,884459.0749,0.839064264
716,643193.8044,100866.1023,0.797159007
717,433421.4639,289918.9078,0.426871532
718,690230.4131,297016.4155,0.94711885
719,561227.5826,628150.4862,0.999190926
720,177293.7724,753550.8234,0.987169128
721,254080.7055,700370.8,0.999720568
722,687989.2597,580416.7184,0.999998537
723,145268.3877,864545.4723,0.800947235
724,63875.7589,696192.4135,0.970276174
725,763994.6911,123793.0418,0.430650741
726,1312805.999,686737.4186,0.99922558
727,569512.1964,723211.519,0.994071953
728,1488767.127,457170.5433,0.228945581
729,208797.3556,415252.73,0.999259256
730,-98699.68001,879698.0914,0.745095253
731,636307.1839,925232.5279,0.603066272
732,757906.6477,968416.5723,0.973172139
733,272689.0725,199261.5195,0.995790915
734,389588.2035,203702.0273,0.720912506
735,677569.2585,781266.4319,0.949800401
736,248843.6078,345810.9766,0.987171254
737,1015219.071,941513.0523,0.904250527
738,319754.9095,579824.1038,0.741903542
739,649532.2693,191051.6069,0.90646106
740,299659.7393,421599.3055,0.963673797
741,368921.8764,585055.2265,0.891553229
742,-413840.6567,409888.6558,0.964942754
743,437057.7341,633918.7099,0.534829974
744,602834.3819,580580.0408,0.86381314
745,650376.4955,259513.4614,0.999941991
746,-67982.53606,830718.0144,0.833388246
747,541373.6683,198750.2349,0.949599409
748,584245.3082,406580.2625,0.763781603
749,465928.8913,313641.7991,1
750,530217.883,639512.3114,0.999901254
751,623755.5842,601087.4312,0.771577288
752,366525.1037,987825.2098,0.866199432
753,608818.2565,942690.2087,0.999862579
754,574266.1234,350887.8313,0.958250927
755,-85808.37747,945911.8236,0.999457179
756,233126.2039,581400.579,0.944529551
757,495116.3417,134194.264,0.993268885
758,816556.064,926010.8155,0.985446272
759,948343.0002,761068.8729,0.999720532
760,343829.7166,976401.1076,0.990501778
761,358091.8871,555621.5681,0.943006409
762,412553.922,170542.8456,0.988561975
763,581774.5261,972712.8385,0.993811223
764,936354.9242,545289.707,0.915181818
765,235137.4685,816650.592,0.932248223
766,161162.8304,109484.2875,0.991474479
767,769480.0596,410412.2607,0.998622901
768,331098.1416,283398.1951,0.724426688
769,597685.5829,564090.9452,0.832971431
770,841722.9736,881370.7849,0.928145701
771,70678.33137,267130.591,0.973539664
772,738612.8162,152877.8279,0.999978001
773,674185.7981,115325.6476,0.999994547
774,563661.0459,962797.1348,0.99638659
775,378550.2179,564567.2127,0.783920768
776,422540.8424,136914.8839,0.997979705
777,-194166.8888,242469.0723,0.99837424
778,182314.6445,988006.1269,0.922428704
779,566989.3737,736940.0064,0.959323621
780,766492.0417,717707.7158,0.531472294
781,228889.4616,300650.029,0.920754642
782,557572.3118,511890.8514,0.768098916
783,449887.1559,749997.678,0.515806109
784,561528.3933,668197.2668,0.986239038
785,973129.2351,241499.0077,0.959288289
786,-214090.8838,522950.5958,0.971984666
787,138182.1841,338696.2326,0.735122116
788,491818.1142,395781.373,0.994382837
789,466306.8367,903489.7426,0.73752994
790,280403.3984,152797.9264,0.999325724
791,-100382.963,100949.1244,0.994472217
792,-214921.0134,357971.7605,0.876044976
793,810650.0385,653604.5888,0.985616963
794,125059.7076,344209.8399,0.456397867
795,403438.1838,564512.056,0.974868247
796,859828.4265,859451.694,0.515498191
797,459074.9113,255967.7163,0.680545372
798,459901.7439,460070.9179,0.995449689
799,828569.6557,429765.6887,0.983708853
800,802635.0767,717258.618,0.596558403
801,241520.1885,151505.2575,0.978391369
802,470917.0335,575067.8844,0.999999698
803,430961.5889,336663.5564,0.857101304
804,231827.1921,351467.4051,0.981720852
805,160426.9138,377312.4832,0.822033708
806,892068.6057,786602.3873,0.99748469
807,1437110.837,141267.9277,0.959150685
808,515268.3128,480274.1641,0.805882562
809,205176.1445,425978.603,0.956015655
810,590620.0768,980097.8165,0.999806297
811,623068.649,546804.8122,0.999999947
812,641227.3042,898564.3819,0.930330911
813,813016.0605,162725.7901,0.995972003
814,215415.4407,136297.2106,0.983199864
815,349754.6309,328243.4434,0.924602775
816,-74892.78862,641982.2797,0.927238015
817,779926.4167,989269.0674,0.919018562
818,694982.5754,285664.1351,0.998203441
819,386049.8446,164676.4825,0.995248608
820,-138771.6487,929233.5898,0.99999711
821,717377.4684,521155.8591,0.698880788
822,-84305.93996,200676.7516,0.892789494
823,454729.6915,904280.1842,0.978267222
824,677968.5796,379279.9231,0.993913249
825,-231259.5927,882120.8204,0.969342381
826,-144712.7433,738913.5781,0.303855723
827,800688.8211,513961.5057,0.983949186
828,665577.7777,138888.0833,0.470657132
829,699232.1627,905121.9764,0.999999961
830,272145.9038,489965.6841,0.997808902
831,662536.0868,941234.7264,0.56924041
832,364908.128,623129.344,0.974812433
833,212433.0508,918275.4072,0.773201154
834,537505.5816,663231.8108,0.934797795
835,677994.9975,241766.4302,0.987350003
836,194481.4961,366290.9406,0.747740695
837,941897.2921,272575.1209,0.97795662
838,347186.2109,516558.8054,0.935094801
839,253845.0153,849658.8975,0.999772542
840,475263.3067,963205.1567,0.994170945
841,756547.1675,649458.2842,0.99408828
842,720994.8884,119399.6274,0.952801402
843,557014.8618,571369.5722,0.992456324
844,449328.7213,977444.9452,0.999104858
845,573250.7307,930924.1744,0.999382913
846,607331.3855,518728.7617,0.999892686
847,1094246.472,336550.5513,0.55852808
848,573859.586,149341.1348,0.871740295
849,1131591.221,686198.9629,0.999441588
850,139533.4074,310236.7094,0.914596617
851,93794.32458,274718.0228,0.90591128
852,134638.0479,625112.1517,0.999995866
853,93872.47164,829159.0075,0.70881419
854,494344.0087,294891.4804,0.158819281
855,480918.0376,446940.4573,0.999974983
856,511444.5321,471113.2726,0.961734533
857,99986.64533,232578.3564,0.964983397
858,569435.0732,498200.8711,0.809745475
859,795717.2203,493817.8318,0.745508806
860,975886.9739,741526.169,0.999995715
861,747655.284,659309.749,0.969799992
862,1029733.143,851698.9687,0.67619609
863,268620.864,190225.4953,0.984058171
864,1383547.455,336487.0058,0.952666232
865,454814.7998,651691.7209,0.999931039
866,1032655.981,699746.3035,0.506941984
867,61042.56505,679789.1109,0.99999955
868,432229.8588,876363.1918,0.999977037
869,279352.0288,752670.8673,0.941902954
870,465062.007,632555.1097,0.991647893
871,820844.2545,150154.6553,0.972906081
872,849438.95,390702.6184,0.999844639
873,468439.3219,245857.4091,0.991087702
874,920061.7231,386838.7764,0.992870097
875,526295.218,437565.5347,0.950924674
876,822724.7474,862946.0719,0.920340573
877,1652764.095,799758.5873,0.999987265
878,115467.3476,361512.2353,0.872829499
879,290881.4578,955894.7103,0.302997777
880,632737.2773,518884.5752,0.998660075
881,472623.8809,599191.4715,0.995742576
882,562416.7997,806860.3863,0.993888304
883,758805.9181,549462.8814,0.776369961
884,503391.4288,405645.7987,0.917545273
885,166588.2073,636638.6736,0.560412345
886,416892.872,688334.3011,0.874031699
887,464789.2104,677760.4213,0.999889917
888,633987.3753,254296.7453,0.578826857
889,427331.3413,525587.7843,0.999953012
890,292549.5266,127767.9774,0.973219215
891,454307.385,347427.2087,0.966888451
892,964862.3834,178028.1207,0.9989395
893,340332.0764,265213.5646,0.94543315
894,743994.3296,525857.6326,0.99993924
895,767204.1801,435446.7744,0.587853289
896,741718.7586,657269.4091,0.99828888
897,-101092.5482,446272.933,0.990366074
898,143273.0738,664522.9675,0.999836889
899,593782.9359,865595.8356,0.921904664
900,476054.364,172844.2386,0.92623373
901,53407.78297,761226.7817,0.99999648
902,561923.2856,139535.7737,0.037043605
903,376630.8286,308582.2139,0.922814702
904,-48204.21332,415136.8906,0.853354662
905,176009.3686,653933.0053,0.998117246
906,-157948.7675,406972.9733,0.990789575
907,1234382.462,870384.589,0.673342516
908,674569.1068,235985.9766,0.998965943
909,804598.2528,804801.3402,0.990344611
910,1146749.717,474313.8707,0.985360393
911,285403.4671,535966.37,0.594436783
912,234590.2317,137171.6545,0.985088432
913,536923.773,219788.4349,0.94838911
914,549944.7942,940105.3354,0.978407514
915,380664.3093,453878.6832,0.969842696
916,288376.688,536561.9057,0.840772937
917,297583.3827,126168.5986,0.999684986
918,297097.9047,914896.3515,0.999998158
919,347691.1875,393915.0915,0.454403391
920,830767.6236,285413.4645,0.984749422
921,751648.2345,610226.7948,0.829278365
922,443279.1751,289076.2916,0.470912369
923,1145722.077,295400.8112,0.826016243
924,940236.0902,483300.4645,0.429681989
925,525442.5696,324021.0318,0.999930834
926,326233.6636,710407.8212,0.924692367
927,-81531.79381,215751.2397,0.780453133
928,729886.0818,804295.0716,0.879787539
929,363125.6229,430718.2692,0.963221446
930,208009.9778,422867.2108,0.979802821
931,465158.118,647802.0597,0.99987118
932,469338.2235,349556.1612,0.931225391
933,420662.6518,988081.6977,0.951390585
934,828890.8881,148514.3937,0.999680159
935,674441.8853,468327.0165,0.218034118
936,321210.0466,892551.7297,0.999992777
937,652167.8636,534513.3419,0.693891897
938,718610.8751,380765.5526,0.854418987
939,-30261.83523,810835.071,0.984331125
940,1289070.213,501526.8484,0.407185207
941,325524.7938,354518.847,0.515796501
942,210576.0663,288043.2772,0.99940375
943,396180.218,363445.2246,0.998173603
944,247703.2598,120237.7236,0.99791929
945,359517.7457,795678.5107,0.762938031
946,550151.5469,566122.0556,0.130788846
947,768091.722,654200.5067,0.999192893
948,894178.6391,172561.627,0.999422839
949,564645.4265,651769.2476,0.761754065
950,949043.9778,987652.6968,0.820131276
951,995876.8113,240695.0371,0.077979182
952,83956.71618,563681.6739,0.999909134
953,508166.9494,847729.936,0.773737035
954,793978.3902,747282.0613,0.999284477
955,1147199.278,903072.7972,0.769839631
956,587548.3993,119904.2339,0.870865031
957,1059630.578,591702.6224,0.373765057
958,620582.4696,304118.661,0.786563161
959,317428.8969,785442.2383,0.999549103
960,1078866.617,274174.8689,0.729758377
961,144583.0167,553725.5644,0.999459779
962,647728.3563,924405.9629,0.584096117
963,135821.736,393826.9703,0.92873346
964,555859.7632,542003.7224,0.906638079
965,159896.7226,549067.6704,0.507233985
966,681657.9014,380621.0448,0.995883625
967,1516638.302,284858.4146,0.972389976
968,171854.504,508847.9331,0.967078484
969,782113.5855,169241.0111,0.999872805
970,-325158.3321,337510.8991,0.998483224
971,1163423.577,399344.2436,0.981803343
972,655992.3566,659261.5738,0.568677329
973,-211670.8196,394319.7918,0.953455028
974,154991.6112,280502.094,0.426308682
975,448488.453,855914.4498,0.965369352
976,217704.7439,328455.9808,0.976743787
977,509013.4782,300902.9146,0.983117032
978,-537678.1313,559354.3284,0.999957364
979,714689.8439,714762.3494,0.991066367
980,719141.6503,722253.593,0.595665187
981,129669.9279,265190.9402,0.999999679
982,-209498.9273,729102.0555,0.396927285
983,165938.7329,821440.6518,0.656714425
984,243298.527,357816.6871,0.445459636
985,1037750.828,863806.3622,0.788833208
986,1023900.538,901067.2096,0.984023261
987,456250.7519,182240.9218,0.75915381
988,46461.90042,793959.9461,0.194046074
989,250213.4041,945932.648,0.98435757
990,563022.0174,463906.8825,0.99959426
991,186204.9227,877653.8402,0.990004304
992,200124.1516,405593.1318,0.942802478
993,1335531.176,913519.9942,0.269807593
994,223464.2412,226245.6519,0.998867264
995,395941.789,570920.7875,0.999508926
996,557997.7186,472717.4792,0.704129205
997,464099.4219,417280.6237,0.335710943
998,1316587.921,624644.3264,0.834283672
999,239615.6873,712109.3211,0.999868099
1000,986284.2596,435751.2188,0.936967791
1001,478029.074,703945.4719,0.994072482
1002,1030363.383,216870.3752,0.999999722
1003,1071693.444,909854.7088,0.999379118
1004,45630.80246,707200.5819,0.496167212
1005,769397.2819,639075.0194,0.956747431
1006,452870.8963,912466.8672,0.999999982
1007,921449.8969,457604.3627,0.999342123
1008,244378.7338,566075.8985,0.987974461
1009,973368.5155,170517.2839,0.929580427
1010,455845.572,490437.9656,0.958606892
1011,538228.7251,787487.822,0.884013147
1012,351582.4534,618084.9916,0.842247235
1013,184992.121,212307.4503,0.976815446
1014,717934.841,376557.0663,0.954707828
1015,202265.1543,484286.8611,0.938169264
1016,211461.6515,705443.0856,0.996874013
1017,959422.8281,215917.796,0.999816785
1018,143708.5057,854669.2087,0.533515632
1019,941009.2857,962258.9301,0.997263355
1020,237395.671,599659.0855,0.989165635
1021,383680.6326,961621.8615,0.99812224
1022,376009.4736,970660.4163,0.855857132
1023,434489.7447,104324.0415,0.590553319
1024,-277130.3431,983435.6691,0.662091375
1025,-1568.947557,204868.7086,0.92906435
1026,370499.6441,546979.3769,0.971273763
1027,745731.2975,761147.1859,0.899430988
1028,346791.8407,474608.5908,0.921860772
1029,722685.5712,824892.0102,0.999829635
1030,233576.869,857468.2775,0.913369375
1031,951292.754,658532.3656,0.994399013
1032,451349.0916,308101.3085,0.789667893
1033,1022963.818,760881.8372,0.998156278
1034,876124.1587,272361.7948,0.974408181
1035,642233.3837,720626.943,0.996504568
1036,1021196.514,277444.8118,0.47859919
1037,387412.459,432933.9828,0.845316486
1038,95955.74424,590460.5258,0.222477438
1039,381299.3203,464624.2925,0.854848705
1040,525235.8816,978900.9535,0.962485597
1041,1196087.186,669780.3331,0.994393067
1042,228396.2055,536764.4349,0.975463167
1043,543781.4197,126800.051,0.890486916
1044,599418.308,479176.9415,0.965749315
1045,629979.6548,724466.8404,0.99450115
1046,-6879.019405,176519.3655,0.98719463
1047,213535.8831,779125.8829,0.991969546
1048,1152160.985,653406.1895,0.999993583
1049,371643.0051,193395.112,0.95441151
1050,-58562.42703,623125.8519,0.868448772
1051,710735.6437,901474.0158,0.999983367
1052,255616.6211,655881.994,0.932017205
1053,209836.1196,186404.9169,0.927344543
1054,258820.3181,345499.8385,0.963109378
1055,309271.1621,974685.1422,0.999936812
1056,508023.461,872629.5508,0.999946809
1057,944750.4545,716053.7739,0.89334301
1058,428123.6908,612566.7039,0.755493718
1059,1217709.738,653507.4234,0.994802899
1060,746395.5033,186048.9088,0.42243504
1061,1157710.409,652396.7739,0.617529603
1062,777853.5484,858332.6821,0.887731518
1063,779043.1206,862556.448,0.999782301
1064,-26991.98613,502649.9383,0.999192315
1065,413483.3412,801503.7396,0.991985016
1066,856053.507,820307.8215,0.635907057
1067,901979.7412,897837.8077,0.792871098
1068,311486.7359,866768.5812,0.765057766
1069,593568.3106,336608.6771,0.99435622
1070,450866.9661,928201.1162,0.812477351
1071,800430.767,459739.1962,0.704652895
1072,670059.0808,958502.9371,0.999650694
1073,726477.802,740992.6661,0.723658906
1074,816285.5287,910758.3375,0.526621975
1075,775355.6918,657594.2173,0.450869238
1076,272735.1338,603888.7294,0.482465361
1077,392300.7391,251965.0411,0.988485529
1078,960009.6517,368691.1709,0.956451416
1079,109154.2885,949066.9897,0.976763995
1080,731542.2205,595803.3489,0.983935233
1081,599249.9694,255971.8754,0.663868186
1082,595230.0987,438572.4804,0.904220901
1083,195326.0951,595667.749,0.997660926
1084,394105.5014,949054.6898,0.983317693
1085,809806.7414,478310.1304,0.945978872
1086,776273.5168,995012.9872,0.93417535
1087,252547.0151,506637.9548,0.580805352
1088,407270.4217,816895.9504,0.97501348
1089,387187.966,273680.0494,0.995611884
1090,1186321.166,977232.6916,0.987450697
1091,955846.4251,277027.6277,0.996492129
1092,771545.7859,659090.8956,0.877867909
1093,-283811.995,900978.6562,0.826992986
1094,504766.1645,432131.1438,0.613194608
1095,826963.0813,965590.2505,0.839686335
1096,294189.3713,386262.8942,0.999992995
1097,84695.52318,302444.2789,0.999990054
1098,393722.1373,356146.5512,0.999981797
1099,400310.6306,696842.5137,0.913758062
1100,421864.8935,207047.9798,0.999979975
1101,-119250.0528,542916.8346,0.5442913
1102,361093.2807,146754.6245,0.226229732
1103,680481.0596,123847.6046,0.433148216
1104,578345.7095,410255.0671,0.163715835
1105,6632.136786,803998.9871,0.99953009
1106,546827.4974,286299.7539,0.871113891
1107,670555.1933,118630.6485,0.985566937
1108,-78321.77554,665905.7336,0.988042668
1109,498778.4112,300868.7093,0.996080351
1110,941286.4284,681979.4244,0.581500843
1111,230084.5628,509755.8271,0.991300756
1112,645078.5578,323585.8577,0.968094966
1113,808056.9989,798326.8338,0.259028553
1114,798944.687,632661.445,0.979510364
1115,1175393.432,116597.2831,0.947604828
1116,579061.5937,749054.7755,0.928052573
1117,223921.5639,200238.0181,0.821864405
1118,590278.9939,522446.0383,0.999917771
1119,546810.763,354311.6684,0.68291734
1120,554759.7845,888856.18,0.999480709
1121,344455.4958,224041.9234,0.993070926
1122,53868.47934,578704.538,0.99958324
1123,628427.3681,521199.7832,0.6999087
1124,281104.3686,911284.2106,0.479793086
1125,669927.7711,582217.1046,0.756810739
1126,784794.3604,669200.2686,0.620152867
1127,550352.9415,482717.0381,0.577511359
1128,637184.4314,955205.9869,0.996395331
1129,493116.504,460725.5528,0.943356534
1130,528817.0268,380236.4035,0.701656002
1131,613380.4593,800843.4707,0.897295395
1132,994397.2777,289031.5333,0.989986712
1133,538955.0217,430356.3277,0.970800111
1134,558647.3103,620593.2646,0.853939625
1135,477903.7775,491993.4764,0.996765749
1136,-147570.1803,674302.6813,0.384704861
1137,29977.703,755017.0435,0.487324155
1138,139527.2585,814725.0291,0.95341353
1139,36701.84743,173527.6025,0.999999994
1140,-2492.719938,722911.6057,0.999998947
1141,-383182.4971,561008.9624,0.946869294
1142,409580.6381,610066.2568,0.922159457
1143,887446.5033,494749.5631,0.815853545
1144,240723.31,874979.006,0.740558143
1145,906972.7159,350105.7626,0.983979671
1146,709288.2801,106296.4574,0.942872556
1147,1011292.476,950971.7866,0.845016842
1148,60385.58716,340286.3182,0.99577158
1149,223031.6049,211061.5072,0.999036338
1150,1048996.502,583845.2732,0.999321767
1151,443195.7336,533273.0665,0.759688461
1152,479110.9234,470407.1907,0.940529701
1153,715334.1108,814418.5643,0.998749044
1154,756746.9992,357987.0233,0.559450474
1155,1016516.286,190250.807,0.432862116
1156,334173.0977,835824.2814,0.916668319
1157,-384.7380936,396572.0006,0.555547955
1158,374867.0362,493440.6923,0.999912812
1159,1122299.697,649669.2272,0.150259426
1160,1042977.462,246579.2188,0.921034658
1161,839121.0637,486433.3703,0.999451923
1162,564235.6762,951152.6846,0.94252174
1163,161110.872,425722.8347,0.999871886
1164,883278.9111,161210.3508,0.993500492
1165,371478.5379,552882.5457,0.948156423
1166,39711.66512,793890.2721,0.969991146
1167,43160.83735,435540.1256,0.973180058
1168,202420.4925,485504.388,0.999851796
1169,999555.2291,243806.3312,0.615680611
1170,555649.5587,937631.9317,0.779438139
1171,790254.5178,917030.6364,0.986982987
1172,-25381.87598,799134.1012,0.84962936
1173,804668.1818,259726.9053,0.983553504
1174,864482.8403,985360.5594,0.92168238
1175,-173978.7698,257550.6519,0.953839339
1176,551895.3088,758955.0837,0.99999783
1177,815760.2487,942851.3319,1
1178,382303.7167,931920.0153,0.999745232
1179,684409.2106,793688.2071,0.207636851
1180,95911.66342,895889.5544,0.998612664
1181,829517.2323,424154.5632,0.881064754
1182,538278.3367,134006.4258,0.983128498
1183,811478.9643,903683.3216,0.945332452
1184,1038826.903,239572.6489,0.730854123
1185,612136.7579,192127.6366,0.999999988
1186,273722.2259,116904.988,0.799957492
1187,410332.6902,723292.5959,0.774211109
1188,-95208.41721,624668.3802,0.715262491
1189,776136.0592,172627.5309,0.934326663
1190,313570.8829,508948.7244,0.987412078
1191,720351.0281,974445.288,0.966761248
1192,443780.8383,459755.8569,0.787209524
1193,546321.7969,536303.5526,0.99748369
1194,139491.7812,185358.6415,0.894601506
1195,78442.78237,166800.5303,0.201084251
1196,-14604.79562,643426.6895,0.968840628
1197,387744.7331,145938.269,0.999032533
1198,-170883.9295,835923.4011,0.978356411
1199,574302.8057,951812.5874,0.989693414
1200,305590.0652,705737.4036,0.99514717
1201,865469.203,528420.429,0.858248944
1202,565230.6637,344722.4903,0.999583508
1203,944463.1707,378249.5561,0.999954277
1204,7496.759665,467362.7519,0.755927574
1205,903499.4637,932396.3247,0.899129867
1206,335469.1867,498477.6308,0.999999415
1207,756085.4097,579239.0815,0.354830938
1208,1344724.446,934902.5531,0.587967104
1209,1011699.125,408297.7429,0.393290596
1210,1041199.767,364841.7041,0.538769978
1211,-7670.053236,904911.0682,0.855694033
1212,105997.0376,327958.0474,0.346660971
1213,589838.9279,829915.3996,0.872069634
1214,34938.52904,439422.8427,0.899913594
1215,572768.2433,117437.7901,0.435247355
1216,194731.0539,642376.5942,0.997640401
1217,449808.7735,100032.2299,0.947534707
1218,-165542.1856,553949.7219,0.994693586
1219,12598.07662,490378.1301,0.952039693
1220,281846.0058,205214.6463,0.99867079
1221,547318.4696,152796.3732,0.780750813
1222,376015.3874,896541.6227,0.976107925
1223,-248385.4182,185565.6439,0.727420625
1224,140450.7438,921000.519,0.999799137
1225,54603.21681,508393.0296,0.983556613
1226,-385415.0756,388945.69,0.76058231
1227,278755.5073,158897.5974,0.944157413
1228,335148.9296,664449.7616,0.931270314
1229,1002832.201,833220.0228,0.96828375
1230,458252.6124,842369.1394,0.997829613
1231,967198.7165,409481.5753,0.578031608
1232,770647.7191,590193.5643,0.849820564
1233,705215.0844,841079.8665,0.999996386
1234,-40522.5952,822448.2046,0.996216824
1235,645104.2077,164629.1353,0.641826632
1236,1569536.017,237104.5841,0.938963485
1237,794746.9629,862479.8996,0.650549207
1238,383030.0465,724040.6089,0.929157457
1239,354300.9424,231687.5518,0.725071209
1240,877353.6895,513860.4285,0.976624204
1241,322545.838,578414.4057,0.990884723
1242,227078.6041,967406.6577,0.474177595
1243,520917.2358,544848.3239,0.995628139
1244,518748.0324,749472.351,0.996459397
1245,276444.6782,874764.1922,0.922355731
1246,732210.761,968785.0487,0.98692097
1247,584665.661,998501.8605,0.989810731
1248,285299.0532,554511.2851,0.999568878
1249,408890.5136,359914.676,0.94940873
1250,632769.0214,348795.6339,0.981404842
1251,336031.6929,865915.4328,0.857212845
1252,436628.8728,724045.7061,0.868644859
1253,720367.4874,998303.0912,0.391285673
1254,496224.2938,179566.1907,0.330352782
1255,284793.5307,519381.0137,0.991494634
1256,1002775.169,143144.6077,0.999983632
1257,357835.1267,941254.0543,0.999990979
1258,659099.357,271851.1147,0.998500836
1259,974392.6713,742307.3167,0.980249944
1260,680886.5015,222398.4579,0.995232291
1261,554854.826,744780.4188,0.999760015
1262,667675.8185,555639.6651,0.841248385
1263,45799.89814,413773.2249,0.981960337
1264,370127.1676,656267.5563,0.932430521
1265,588072.8132,907153.8673,0.999989745
1266,891067.4346,864319.7468,0.908730528
1267,307508.6823,447248.8235,0.9999397
1268,598531.8858,186519.9227,0.999667768
1269,250842.0521,550752.9065,0.998400457
1270,223268.6849,961180.6886,0.760334542
1271,431885.2311,433113.7019,0.914725822
1272,785704.3705,142695.2461,0.470974811
1273,1040478.619,967993.9458,0.961455731
1274,281073.8957,645893.0256,0.805926198
1275,364287.5361,514590.6953,0.999640127
1276,842059.6258,971163.472,0.648511337
1277,630411.4291,186472.7085,0.996167961
1278,657781.2776,382680.1758,0.999998169
1279,774769.7028,164784.9117,0.947402394
1280,1283839.134,479292.449,0.998756141
1281,400710.2914,107695.3398,0.796308643
1282,286940.2855,987370.6083,0.966805137
1283,765026.5135,166890.7188,0.869510783
1284,460739.8185,630439.4083,0.996643895
1285,54173.16487,836277.0202,0.981833487
1286,253392.319,182236.6411,0.614855025
1287,537059.8614,484319.9935,0.796183271
1288,537448.3075,476013.2221,0.990798462
1289,6014.582044,654251.792,0.999805898
1290,448051.1245,732130.2977,0.980387751
1291,1168180.126,585684.9503,0.982389816
1292,-216367.2699,372692.8344,0.317059763
1293,573104.1352,600701.1881,0.998063587
1294,247671.8506,206668.5442,0.965466183
1295,263814.1444,681123.0413,0.889423317
1296,583449.7513,948019.1462,0.951075792
1297,982425.9781,860204.4723,0.82869942
1298,907501.4943,873625.7923,0.778054409
1299,842631.9511,246311.303,0.464315749
1300,875022.6819,902824.3438,0.999194418
1301,752460.7921,106800.0708,0.922492736
1302,945305.8082,446443.5676,0.982122167
1303,1190060.663,396843.3276,0.982939076
1304,48826.98322,451385.9639,0.96362922
1305,539816.8239,246357.4546,0.999870275
1306,611512.189,175056.8175,0.585471404
1307,750919.4828,351139.5231,0.980927422
1308,509072.5152,941183.0537,0.997752704
1309,381296.3889,207474.6276,0.347505231
1310,513440.3624,205350.8759,0.736690276
1311,339100.2473,922147.6112,0.948654965
1312,201747.5951,730424.2397,0.837944645
1313,301842.1195,981262.5469,0.990396166
1314,634376.44,314329.137,0.96962278
1315,392179.497,175634.1806,0.655872711
1316,-89583.94847,432383.4833,0.999252317
1317,519864.6173,103843.9242,0.988304375
1318,1200719.51,840326.2393,0.984400446
1319,402280.7288,302771.8348,0.996410001
1320,342355.3328,105986.0596,0.982464831
1321,716764.216,703520.8751,0.802838644
1322,395644.976,847745.33,0.999996643
1323,570776.6653,525754.6391,0.998401174
1324,751027.6254,944776.7735,0.953030017
1325,458966.4429,752121.1863,0.899117729
1326,604930.6449,389467.5307,0.983776542
1327,197885.5863,559947.9987,0.983777666
1328,745795.7075,106402.7481,0.593738271
1329,1092595.526,931150.6557,0.794418333
1330,847131.8844,994135.2169,0.999998094
1331,405269.978,978723.6706,0.771076506
1332,575749.0886,142618.452,0.999910161
1333,1047335.043,840949.5231,0.88858918
1334,1436819.68,889843.5246,0.996826152
1335,645831.9247,821042.5357,0.91569087
1336,135719.556,745937.6673,0.962234461
1337,548148.021,477563.518,0.993252114
1338,412249.5705,722622.9187,0.981169883
1339,802318.0896,174759.4892,0.666408777
1340,1014268.179,245458.1127,0.999902558
1341,30007.20236,215367.2443,0.996388643
1342,-251051.08,469465.7873,0.752213352
1343,344943.4378,992043.1425,0.980011822
1344,406849.0879,255814.5244,0.757075463
1345,933438.8927,984712.778,0.543943444
1346,1237585.237,421541.701,0.695945798
1347,281244.7294,163991.3728,0.99472453
1348,216273.1758,143511.5404,0.405069584
1349,-188346.5941,486939.0968,0.999086091
1350,893501.2848,508576.944,0.997584211
1351,841559.654,650068.9696,0.980910479
1352,895399.9405,738346.2151,0.983752491
1353,356833.2986,438487.7316,0.973294501
1354,1125575.435,470034.2819,0.99877379
1355,317229.5707,517992.2753,0.403805345
1356,843232.2775,847636.825,0.406981146
1357,842595.5255,712383.0403,0.953970145
1358,403658.6613,550165.3821,0.825891325
1359,558144.3833,686382.593,0.888934615
1360,881890.322,753616.7613,0.987696629
1361,165755.4779,496108.9219,0.80121602
1362,496517.5694,160959.0863,0.809249932
1363,-137958.0232,570886.3432,0.939232301
1364,661554.2242,347827.8736,0.959385719
1365,1129551.279,185301.1898,0.962760373
1366,480875.9946,699416.9951,0.863911559
1367,-349015.2622,311074.2124,0.447327384
1368,253883.5353,334787.7996,0.433370905
1369,1388099.637,890362.9455,0.981544486
1370,362144.9675,129283.0234,0.85318213
1371,552373.2802,862196.1541,0.981553764
1372,901245.2292,520193.713,0.999049183
1373,567839.8766,466979.6903,0.506197252
1374,472250.5351,642458.1189,0.700621514
1375,793928.9643,429115.9884,0.995243927
1376,894082.2312,497315.4772,0.996090901
1377,52461.42026,756318.5712,0.998655611
1378,767876.6948,777222.5071,0.498588888
1379,554967.9886,391289.1796,0.971324026
1380,24915.05065,499294.714,0.990551651
1381,347948.6885,478816.1578,0.854444489
1382,359781.7354,732611.0695,0.999752568
1383,510994.2275,890793.0907,0.350661716
1384,556981.1553,739792.453,0.999790606
1385,189006.0149,632435.924,0.999319779
